facility_id,month_year,reference_number,manufacturer_catalog_number,vendor_name,tae_spend,tae_units
790236,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",5260.19,87.0
MI2191,2025-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",399.6,72.0
808669,2024-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",396.0,72.0
MD0056,2025-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",693.0,21.0
657850,2024-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",1089.0,33.0
FL2056,2024-02,34813,2D0737,"CARDINAL HEALTH 414, LLC",2485.3599999999997,47.0
VA0066,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",71.63499999999999,8.0
VA0019,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",6182.0,1124.0
WV0036,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",2541.0,77.0
681923,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",488.16,16.0
DC0005,2024-11,34813,2D0737,"CARDINAL HEALTH 414, LLC",924.0,28.0
PA5025,2024-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",330.0,10.0
NC0017,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",133.64,4.0
816278,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",264.4,5.0
MA2011,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",99.0,3.0
GA2039,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",81.36,4.0
AE6957,2025-05,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,212.34,6.0
CA2024,2025-05,34813,2D0737,"CARDINAL HEALTH 200, LLC",183.6,6.0
622814,2024-05,34813,2D0737,MCKESSON CORPORATION,259.0,2.0
821686,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",759.0,23.0
VA0066,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",179.086,10.0
KY0106,2025-01,34813,2D0737,"CARDINAL HEALTH 200, LLC",105.76,2.0
709160,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",147.0,28.0
600816,2025-08,34813,2D0737,"CARDINAL HEALTH 414, LLC",133.2,24.0
675843,2025-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",4473.0,142.0
DE0011,2025-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",3767.5,685.0
645092,2025-08,34813,2D0737,"CARDINAL HEALTH 414, LLC",660.0,120.0
TX0174,2024-01,34813,2D0737,UNKNOWN,2145.26,65.0
WI2132,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",840.0,160.0
AM3698,2025-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",99.0,3.0
FL2308,2025-11,34813,2D0737,UNKNOWN,1287.0,39.0
821555,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1320.0,40.0
605075,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",825.0,25.0
702754,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",2859.5,521.0
644702,2024-07,34813,2D0737,HOSPITALS SERVICES EXPENSES,99.0,18.0
MD0002,2024-08,34813,2D0737,"MEDLINE INDUSTRIES, LP",1655.71,31.0
NY2394,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",1023.0,31.0
OH2008,2024-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",951.84,18.0
685578,2025-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",297.0,9.0
709158,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1291.5,41.0
VA0022,2024-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",165.0,15.0
677583,2024-04,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,279.2,8.0
NY2394,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",957.0,29.0
TX0289,2025-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",759.0,23.0
MD0002,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",1228.4299999999998,23.0
709159,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",787.5,25.0
WV0086,2025-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
627627,2024-08,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",52.25,1.0
834815,2024-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",165.0,5.0
622359,2025-01,34813,2D0737,"CARDINAL HEALTH 414, LLC",1057.6,20.0
798631,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",559.6800000000001,16.0
742282,2025-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",3300.0,100.0
KY0126,2025-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",53.67,1.0
CA2703,2024-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",60.6,2.0
NY2246,2024-03,34813,2D0737,"CARDINAL HEALTH 200, LLC",4078.7999999999997,120.0
WV0065,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.0,1.0
658478,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",951.84,18.0
MD0002,2024-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",1762.53,33.0
TX0174,2025-06,34813,2D0737,UNKNOWN,660.0,20.0
MD0002,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",2213.25,45.0
CA2653,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",757.5,25.0
742281,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1056.0,32.0
TX2425,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",1946.9699999999998,37.0
605075,2024-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",1122.0,34.0
AG1283,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",3894.0,708.0
WI2008,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",180.0,6.0
CO2003,2024-04,34813,2D0737,UNKNOWN,173.76,32.0
WV0086,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",462.0,14.0
WI2257,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",60.0,2.0
NY2012,2025-04,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",380.76,6.0
AP0418,2025-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",1326.8,40.0
WV0065,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
601051,2025-10,34813,2D0737,"CARDINAL HEALTH 200, LLC",165.0,5.0
FL0161,2024-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",1980.0,60.0
NC0238,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",66.0,2.0
709160,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",210.0,42.0
FL0408,2025-02,34813,2D0737,UNKNOWN,1980.0,60.0
620029,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",1381.3799999999999,26.0
644417,2024-01,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",66.8,2.0
NE2044,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",12.31,1.0
715183,2024-07,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",1269.12,24.0
KY0094,2025-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",33.0,1.0
CA2036,2024-01,34813,2D0737,"CARDINAL HEALTH 200, LLC",198.0,6.0
649486,2024-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",53.14,1.0
WA2013,2024-03,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",634.6,10.0
IL2018,2025-08,34813,2D0737,HOSPITALS SERVICES EXPENSES,11.0,2.0
622838,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",321.12,6.0
NC0106,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",269.44,8.0
OH2067,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",136.046,4.0
NY2394,2025-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",1947.0,59.0
TX0058,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",640.32,12.0
DE0011,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",5522.5,1007.0
759590,2024-10,34813,2D0737,HOSPITALS SERVICES EXPENSES,66.0,12.0
VA0019,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",3124.0,518.0
792834,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",3811.5,121.0
TX0651,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",7114.98,214.0
742127,2024-03,34813,2D0737,"CARDINAL HEALTH 414, LLC",211.416,4.0
OH2268,2025-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",272.09299999999996,8.0
620029,2024-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",1062.6,20.0
606404,2025-12,34813,2D0737,CARDINAL HEALTH 213 INC,2359.5,429.0
669854,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1903.68,36.0
MA2038,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",1180.74,22.0
721175,2024-12,34813,2D0737,UNKNOWN,462.0,84.0
821705,2025-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.0,1.0
NE2446,2024-02,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",424.20000000000005,14.0
IL2191,2024-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",297.0,9.0
IL2191,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",297.0,9.0
721206,2025-10,34813,2D0737,UNKNOWN,690.2299999999999,21.0
NY2045,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",2640.0,80.0
AA4498,2024-09,34813,2D0737,UNKNOWN,297.0,9.0
644411,2025-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",204.06,6.0
644702,2024-12,34813,2D0737,HOSPITALS SERVICES EXPENSES,66.0,12.0
721165,2024-08,34813,2D0737,UNKNOWN,297.0,9.0
606404,2024-10,34813,2D0737,CARDINAL HEALTH 213 INC,3399.0,618.0
OH2268,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",272.08000000000004,8.0
843887,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",52.51,1.0
NC0161,2025-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",505.46000000000004,15.0
644702,2024-11,34813,2D0737,HOSPITALS SERVICES EXPENSES,99.0,18.0
MN2047,2024-04,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",70.48,8.0
617112,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1008.0,32.0
OH0016,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",1568.76,33.0
799963,2025-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",9207.0,279.0
834807,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",297.0,9.0
CA2581,2024-06,34813,2D0737,"CARDINAL HEALTH 414, LLC",3119.92,59.0
679733,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",198.0,6.0
838539,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",2170.8,72.0
721207,2025-04,34813,2D0737,"CARDINAL HEALTH 414, LLC",462.0,14.0
669854,2024-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1700.79,78.0
645092,2025-12,34813,2D0737,"CARDINAL HEALTH 414, LLC",874.5,159.0
821558,2025-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",462.0,14.0
709154,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1620.0,54.0
VA0127,2025-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",132.0,4.0
FL0019,2024-11,34813,2D0737,UNKNOWN,165.0,5.0
AU3639,2025-07,34813,2D0737,UNKNOWN,4970.720000000001,94.0
627576,2025-08,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",470.25,9.0
742287,2025-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",330.0,10.0
752156,2024-12,34813,2D0737,"CARDINAL HEALTH 200, LLC",60.6,2.0
NY5093,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",957.5999999999999,30.0
AF6284,2025-02,34813,2D0737,MCKESSON MEDICAL-SURGICAL INC.,245.15,5.0
654896,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",204.06,6.0
WI2001,2025-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",63.0,2.0
668178,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",214.04,4.0
685578,2024-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",396.0,12.0
AI8186,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",15.15,3.0
668178,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",160.07999999999998,3.0
763747,2025-05,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",105.72,12.0
635761,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",631.7,12.0
IL5043,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",5280.0,160.0
TX0174,2025-11,34813,2D0737,UNKNOWN,1405.668,44.0
AP0418,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",995.1,30.0
644705,2025-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",475.91999999999996,9.0
FL0111,2025-04,34813,2D0737,UNKNOWN,627.0,19.0
TX0436,2024-02,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",1289.3400000000001,26.0
VA0022,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",401.5,73.0
NY2681,2025-12,34813,2D0737,"CARDINAL HEALTH 200, LLC",430.08,14.0
WI2257,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",94.5,3.0
FL0345,2025-03,34813,2D0737,UNKNOWN,1716.0,52.0
659359,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",158.64,3.0
792834,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",5040.0,160.0
IL0013,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",330.0,10.0
693885,2025-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",107.452,2.0
AD6851,2025-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",1155.0,35.0
WI2002,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",30.0,6.0
742287,2024-12,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",396.0,12.0
821582,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",396.0,12.0
MN2166,2025-03,34813,2D0737,"CARDINAL HEALTH 414, LLC",121.0,22.0
WV0065,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.0,1.0
831339,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",2421.45,45.0
KY0063,2024-01,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",90.9,3.0
809788,2024-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",50.5,1.0
NC0003,2024-08,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",264.4,5.0
825505,2025-08,34813,2D0737,"MEDLINE INDUSTRIES, LP",134.32,4.0
SC0067,2025-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",585.0,18.0
821537,2024-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.0,2.0
FL2056,2025-05,34813,2D0737,"CARDINAL HEALTH 414, LLC",2961.2799999999997,56.0
606404,2025-05,34813,2D0737,CARDINAL HEALTH 213 INC,1270.5,231.0
765270,2025-10,34813,2D0737,UNKNOWN,396.0,12.0
MD0002,2025-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",1705.6000000000001,32.0
650914,2025-04,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,6641.700000000001,705.0
721206,2025-06,34813,2D0737,UNKNOWN,297.0,9.0
IL5045,2024-10,34813,2D0737,HOSPITALS SERVICES EXPENSES,4059.0,278.0
CA2024,2024-10,34813,2D0737,"CARDINAL HEALTH 200, LLC",459.0,15.0
834815,2025-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",99.0,3.0
CA2035,2025-12,34813,2D0737,"CARDINAL HEALTH 200, LLC",2264.4,74.0
OR2026,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",4815.9,90.0
653673,2024-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",429.0,78.0
841475,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",105.72,2.0
600816,2024-04,34813,2D0737,"CARDINAL HEALTH 414, LLC",133.2,24.0
NY5035,2024-06,34813,2D0737,"MEDLINE INDUSTRIES, LP",495.0,15.0
WV0036,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1980.0,60.0
671351,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",68.02499999999999,12.0
605075,2024-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",429.0,13.0
NY5017,2025-04,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",528.8,10.0
709159,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",600.0,20.0
FL0019,2025-08,34813,2D0737,UNKNOWN,66.0,2.0
NY2394,2024-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",1188.0,36.0
AF6284,2024-12,34813,2D0737,MCKESSON MEDICAL-SURGICAL INC.,245.15,5.0
MN2008,2024-10,34813,2D0737,"CARDINAL HEALTH 414, LLC",528.0,96.0
637480,2024-08,34813,2D0737,"CARDINAL HEALTH 200, LLC",53.57,1.0
NC0087,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",630.0,20.0
AG8745,2025-11,34813,2D0737,UNKNOWN,198.0,6.0
671351,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",685.95,61.0
HI2001,2024-07,34813,2D0737,"CARDINAL HEALTH 200, LLC",260.09999999999997,26.0
636002,2024-02,34813,2D0737,UNKNOWN,1353.0,246.0
FL0345,2024-02,34813,2D0737,HOSPITALS SERVICES EXPENSES,849.8399999999999,26.0
NJ2262,2025-06,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,413.88,12.0
NM2009,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",5040.399999999999,302.0
649386,2025-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",858.0,26.0
669680,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",270.0,9.0
821558,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",198.0,6.0
VA0022,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",363.0,11.0
NC0121,2024-01,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,548.6,10.0
CA0038,2024-01,34813,2D0737,"TRI-ANIM HEALTH SERVICES, INC.",3150.4,80.0
AG1283,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",4719.0,858.0
FL0043,2025-02,34813,2D0737,UNKNOWN,1155.0,35.0
637619,2024-09,34813,2D0737,"CARDINAL HEALTH 414, LLC",532.8,96.0
WV0086,2025-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",198.0,6.0
669298,2024-10,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",705.0,25.0
649486,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",53.14,1.0
IL2191,2025-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",198.0,6.0
SC2115,2024-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",66.96,12.0
IN2005,2024-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",66.0,2.0
721164,2024-04,34813,2D0737,UNKNOWN,1914.0,58.0
FL2058,2025-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",2538.24,48.0
MI2191,2025-11,34813,2D0737,"CARDINAL HEALTH 414, LLC",689.7,114.0
765270,2025-02,34813,2D0737,UNKNOWN,363.0,11.0
OH2025,2024-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",2344.12,101.0
AA4498,2025-01,34813,2D0737,UNKNOWN,429.0,13.0
644417,2025-01,34813,2D0737,"CARDINAL HEALTH 200, LLC",167.0,5.0
674300,2025-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",581.68,11.0
OH2025,2024-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",2185.6,68.0
MN2166,2024-03,34813,2D0737,"CARDINAL HEALTH 414, LLC",170.5,31.0
765270,2025-05,34813,2D0737,UNKNOWN,198.0,6.0
834815,2025-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",132.0,4.0
WI2008,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",180.0,6.0
SD2012,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",132.0,4.0
VA0019,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",4416.5,803.0
763778,2025-01,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",105.72,12.0
821005,2024-08,34813,2D0737,"MEDLINE INDUSTRIES, LP",66.66,2.0
DC0005,2024-07,34813,2D0737,"CARDINAL HEALTH 414, LLC",660.0,20.0
WV0086,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",495.0,15.0
798631,2024-04,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",559.6800000000001,16.0
723805,2025-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",882.0,28.0
MA2170,2024-05,34813,2D0737,"MEDLINE INDUSTRIES, LP",462.0,14.0
605386,2025-12,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",759.0,123.0
809161,2024-02,34813,2D0737,"CARDINAL HEALTH 200, LLC",198.0,6.0
KY0106,2025-05,34813,2D0737,"CARDINAL HEALTH 414, LLC",105.76,2.0
681923,2024-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",488.16,16.0
AI8188,2024-01,34813,2D0737,"MEDLINE INDUSTRIES, LP",121.2,4.0
714209,2025-05,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",438.08,8.0
821537,2025-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.0,1.0
644705,2025-10,34813,2D0737,"MEDLINE INDUSTRIES, LP",1903.68,36.0
VA0022,2025-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",379.5,69.0
709155,2025-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1228.5,54.0
NM2009,2025-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",5172.43,347.0
721164,2025-04,34813,2D0737,UNKNOWN,2079.0,63.0
645097,2025-01,34813,2D0737,"CARDINAL HEALTH 414, LLC",275.0,50.0
721206,2025-01,34813,2D0737,UNKNOWN,1287.0,39.0
WV0040,2024-03,34813,2D0737,CONCORDANCE HEALTHCARE SOLUTIONS LLC,825.0,25.0
763767,2024-03,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",1675.0799999999997,188.0
667853,2024-03,34813,2D0737,"MEDLINE INDUSTRIES, LP",2442.0,74.0
PA2196,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",3074.5,469.0
WV0055,2024-09,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",8877.0,269.0
721206,2025-04,34813,2D0737,UNKNOWN,395.93199999999996,12.0
AB3202,2025-08,34813,2D0737,HOSPITALS SERVICES EXPENSES,825.0,25.0
821555,2025-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",858.0,26.0
AT2053,2024-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",484.0,88.0
NY2012,2024-12,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",951.9000000000001,15.0
655551,2025-11,34813,2D0737,"MEDLINE INDUSTRIES, LP",275.4,9.0
NY2002,2025-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",1485.0,45.0
TX0436,2024-07,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",784.48,16.0
IA2032,2024-04,34813,2D0737,"CARDINAL HEALTH, MEDICAL PRODUCTS AND SERVICES",242.4,8.0
AO3542,2024-08,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",357.12199999999996,63.0
709154,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1280.0,46.0
790236,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",344.14,2.0
FL0043,2025-03,34813,2D0737,UNKNOWN,1551.0,47.0
644417,2024-01,34813,2D0737,"CARDINAL HEALTH 200, LLC",601.1999999999999,18.0
NC0068,2024-11,34813,2D0737,CARDINAL HEALTH 213 INC,33.0,1.0
WI2257,2024-07,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",60.0,2.0
FL0373,2025-07,34813,2D0737,UNKNOWN,462.0,14.0
CA2601,2024-09,34813,2D0737,"SUNMED GROUP HOLDINGS, LLC DBA AIRLIFE",2424.0,80.0
CA2653,2024-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",424.2,14.0
657957,2025-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",33.0,6.0
FL0373,2024-11,34813,2D0737,UNKNOWN,528.0,16.0
765270,2024-09,34813,2D0737,UNKNOWN,329.72,10.0
718510,2025-12,34813,2D0737,"MEDLINE INDUSTRIES, LP",198.0,6.0
IA0002,2024-11,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",165.0,5.0
688248,2025-04,34813,2D0737,"MEDLINE INDUSTRIES, LP",211.52,4.0
BB6590,2025-12,34813,2D0737,UNKNOWN,198.0,6.0
IL5043,2025-07,34813,2D0737,"MEDLINE INDUSTRIES, LP",5511.0,167.0
644411,2024-01,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",69.102,2.0
AF7574,2025-09,34813,2D0737,"MEDLINE INDUSTRIES, LP",7038.0,230.0
781393,2024-10,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",99.0,3.0
OH2067,2024-02,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",276.40799999999996,8.0
NY2163,2024-02,34813,2D0737,"MEDLINE INDUSTRIES, LP",264.0,8.0
645092,2024-02,34813,2D0737,"CARDINAL HEALTH 414, LLC",1116.5,203.0
669680,2024-06,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",480.0,16.0
SC0075,2024-08,34813,2D0737,"MEDLINE INDUSTRIES, LP",1603.84,77.0
821541,2024-03,34813,2D0737,"OWENS & MINOR DISTRIBUTION, INC.",1287.0,39.0
