report_category,manufacturer_normalized,manufacturer_name_raw,manufacturer_catalog_number,Product_Description,contract_category,total_observed_spend,transaction_count
CT,OTHER,"MINDRAY DS USA, INC.",0683-15-0003-01,CUFF BLOOD PRESSURE 1-TUBE 25-35CM CIRC ADULT MALE CONNECTOR HOOK-LOOP NYLON COLOR-CODED F/NIBP LATEX-FREE REUSABLE 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,10168.380000000001,46
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1599,CABLE PULSE OXIMETER 10FT SPO2 F/MASIMO ACCUTORR DUO TRIO PASSPORT SPECTRUM LNC-10 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,7719.25,22
CT,OTHER,"MINDRAY DS USA, INC.",009-002944-00,CABLE MONITOR MULTIFUNCTION ANALOG OUTPUT IABP F/T1 MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,399.6,2
CT,OTHER,"MINDRAY DS USA, INC.",115-027715-00,CUFF BLOOD PRESSURE 25-35CM CIRC ADULT QUICK-CONNECT NYLON NAVY F/NIBP REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,8979.68,64
CT,OTHER,"MINDRAY DS USA, INC.",0010-30-42908,SET LEADWIRE EKG 12-LEAD SNAP CONNECTOR BROWN CHEST F/N SERIES DPM PASSPORT T1 MONITOR 12/BX,PHYSIOLOGICAL MONITORING SYSTEMS,706.05,3
CT,OTHER,"MINDRAY DS USA, INC.",0683-14-0006-01,CUFF BLOOD PRESSURE 1-TUBE LONG 25-35CM ADULT QUICK-CONNECT NYLON COLOR-CODED F/ACCUTORR V PASSPORT 2 SPECTRUM OR V12 LATEX-FREE DISPOSABLE 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,68.44,1
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1261-03,SET LEADWIRE EKG 40IN 5-LEAD AAMI SNAP CONNECTOR F/TRIO PASSPORT 2 SPECTRUM OR 5/ST,PHYSIOLOGICAL MONITORING SYSTEMS,1050.0,2
CT,OTHER,"MINDRAY DS USA, INC.",0010-30-42904,SET LEADWIRE EKG 12-LEAD PINCH CLIP CONNECTOR CHEST F/N SERIES DPM PASSPORT T1 MONITOR 12/BX,PHYSIOLOGICAL MONITORING SYSTEMS,710.5799999999999,3
CT,OTHER,"MINDRAY DS USA, INC.",115-034132-00,PACK BATTERY PRODUCT SPECIFIC 11.3V 5600MA LITHIUM ION F/N19/N22/VS9 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,573.75,2
CT,OTHER,"MINDRAY DS USA, INC.",0146-00-0079,BATTERY PRODUCT SPECIFIC LITHIUM ION F/DUO VSM EA,PHYSIOLOGICAL MONITORING SYSTEMS,823.82,5
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1261-07,SET LEADWIRE EKG 18IN 3-LEAD AAMI SNAP CONNECTOR F/TRIO PASSPORT 2 SPECTRUM OR 3/ST,PHYSIOLOGICAL MONITORING SYSTEMS,2834.4300000000003,5
CT,OTHER,"MINDRAY DS USA, INC.",115-023136-00,CABLE EKG 2.2M SPO2 6-PIN CONNECT MASIMO SENSOR,PHYSIOLOGICAL MONITORING SYSTEMS,630.0,2
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1651,ADAPTER PULSE OXIMETER CABLE SENSOR 10FT DATASCOPE ACCUTORR PLUS/PASSPORT/SPECTRUM,PHYSIOLOGICAL MONITORING SYSTEMS,148.2,1
CT,OTHER,"MINDRAY DS USA, INC.",115-062361-00,MANUAL INSTRUCTION N-SERIES COMBO OPS,PHYSIOLOGICAL MONITORING SYSTEMS,52.309999999999995,3
CT,OTHER,"MINDRAY DS USA, INC.",115-005614-00,KIT MONITOR ADULT BISPECTRAL 4-ACCESSORY W/PUCK 4.5M MEASURING CABLE 5-DISPOSABLE QUATRO SENSOR F/BISX4 EA,PHYSIOLOGICAL MONITORING SYSTEMS,35140.0,2
CT,OTHER,"MINDRAY DS USA, INC.",115-027718-00,CUFF BLOOD PRESSURE LONG 27.5-36.5CM CIRC ADULT QUICK-CONNECT NYLON NAVY F/NIBP REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,4162.519999999999,30
CT,OTHER,"MINDRAY DS USA, INC.",009-004782-00,SET LEADWIRE EKG MOBILITY 24IN 5-LEAD AHA SNAP CONNECTOR F/EPM N SERIES PASSPORT T1 MONITOR TD60 TM80 5/BX,PHYSIOLOGICAL MONITORING SYSTEMS,10083.119999999999,6
CT,OTHER,"MINDRAY DS USA, INC.",009-004765-00,SET LEADWIRE EKG MOBILITY 24IN 3-LEAD AHA SNAP CONNECTOR F/EPM N SERIES PASSPORT T1 MONITOR TD60 TM80 3/BX,PHYSIOLOGICAL MONITORING SYSTEMS,3011.9,9
CT,OTHER,"MINDRAY DS USA, INC.",0600-00-0122,SENSOR PULSE OXIMETER PDTX LNCS PEDIATRIC SPO2 ADHESIVE SINGLE PATIENT USE F/ACCUTORR V DPM DUO TRIO PASSPORT 2 V SPECTRUM OR 10-15KG PATIENT 20/BX,PHYSIOLOGICAL MONITORING SYSTEMS,1309.44,4
CT,OTHER,"MINDRAY DS USA, INC.",009-004783-00,SET LEADWIRE EKG MOBILITY 36IN 5-LEAD AHA SNAP CONNECTOR F/EPM N SERIES PASSPORT T1 MONITOR TD60 TM80 5/BX,PHYSIOLOGICAL MONITORING SYSTEMS,130674.0,74
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1374-03,SET LEADWIRE EKG 24IN 5-LEAD SNAP CONNECTOR WHITE RED BLACK GREEN BROWN 5/ST,PHYSIOLOGICAL MONITORING SYSTEMS,176.25,1
CT,OTHER,"MINDRAY DS USA, INC.",0103-00-0423,CONNECTOR MONITOR ACCUTORR PLUS REPLACEMENT 3/16IN BARB RECTUS MALE EA,PHYSIOLOGICAL MONITORING SYSTEMS,36.3,1
CT,OTHER,"MINDRAY DS USA, INC.",0012-25-0001,POWER CORD MONITOR 110V AC POWER F/EPM N SERIES ACCUTORR PASSPORT SPECTRUM OR V EA,PHYSIOLOGICAL MONITORING SYSTEMS,38.14,1
CT,OTHER,"MINDRAY DS USA, INC.",115-018016-00,PACK BATTERY PRODUCT SPECIFIC 7.4V LITHIUM ION F/T1 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,2117.7,5
CT,OTHER,"MINDRAY DS USA, INC.",0683-15-0005-01,CUFF BLOOD PRESSURE 1-TUBE 46-66CM CIRC MALE CONNECTOR HOOK-LOOP NYLON COLOR-CODED THIGH F/NIBP LATEX-FREE REUSABLE 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,93.6,1
CT,OTHER,"MINDRAY DS USA, INC.",115-082460-00,PACK BATTERY PRODUCT SPECIFIC LITHIUM ION F/ACCUTORR 3 7,PHYSIOLOGICAL MONITORING SYSTEMS,11054.01,26
CT,OTHER,"MINDRAY DS USA, INC.",0436-00-0210,MOUNT MONITOR FLAT VARIABLE HEIGHT WALL F/N SERIES PARANOMA PASSPORT SPECTRUM OR EA,PHYSIOLOGICAL MONITORING SYSTEMS,2062.5,2
CT,OTHER,"MINDRAY DS USA, INC.",040-000754-00,CABLE EKG TRUNK NEONATE INFANT TPU AHA IEC 12-PIN DEFIB-PROOF W/PRE-WIRED ELECTRODE F/DPM 6 7 PASSPORT 8 12 12M KITTY KAT 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,1562.4,3
CT,OTHER,"MINDRAY DS USA, INC.",115-027719-00,CUFF BLOOD PRESSURE LONG 35.5-46CM CIRC LARGE ADULT QUICK-CONNECT NYLON WINE F/NIBP REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,550.95,5
CT,OTHER,"MINDRAY DS USA, INC.",0600-00-0128,SENSOR PULSE OXIMETER TCI LNCS TIP-CLIP EAR SPO2 REUSABLE F/ACCUTORR V DPM DUO TRIO PASSPORT 2 V SPECTRUM OR >30KG PATIENT 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,577.5,2
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1503-05,SET LEADWIRE EKG MOBILITY 24IN 3-LEAD AAMI SNAP CONNECTOR F/DPM PASSPORT SPECTRUM OR T1 MONITOR REUSABLE 3/BX,PHYSIOLOGICAL MONITORING SYSTEMS,1628.25,12
CT,OTHER,"MINDRAY DS USA, INC.",0600-00-0158,SENSOR PULSE OXIMETER INF LNCS INFANT SPO2 ADHESIVE SINGLE PATIENT USE F/ACCUTORR V DPM DUO TRIO PASSPORT 2 V SPECTRUM OR 3-20KG PATIENT 20/BX,PHYSIOLOGICAL MONITORING SYSTEMS,600.0,2
CT,OTHER,"MINDRAY DS USA, INC.",0146-00-0091-01,BATTERY PRODUCT SPECIFIC LITHIUM ION F/ULTRASOUND MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,1881.9,1
CT,OTHER,"MINDRAY DS USA, INC.",0683-15-0004-01,CUFF BLOOD PRESSURE 1-TUBE 33-47CM CIRC LARGE ADULT MALE CONNECTOR HOOK-LOOP NYLON COLOR-CODED F/NIBP LATEX-FREE REUSABLE 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,3150.3,25
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1262-02,SET LEADWIRE EKG 24IN 5-LEAD PINCH CONNECTOR WHITE RED BLACK GREEN BROWN F/DIFFERENCE OPERATION METHOD,PHYSIOLOGICAL MONITORING SYSTEMS,90.0,1
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1262-03,SET LEADWIRE EKG 40IN 5-LEAD AAMI PINCH CLIP CONNECTOR F/TRIO PASSPORT 2 SPECTRUM OR 5/ST,PHYSIOLOGICAL MONITORING SYSTEMS,720.0,2
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1255-05,CABLE EKG TRUNK 10FT 5-LEAD COLOR-CODED F/DATASCOPE PASSPORT SPECTRUM MONITOR REUSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,1026.0,1
CT,OTHER,"MINDRAY DS USA, INC.",0020-00-0184-01,KIT CUFF BLOOD PRESSURE STARTER QUICK-CONNECT HOOK-LOOP COLOR-CODED REUSABLE EA,PHYSIOLOGICAL MONITORING SYSTEMS,182.2,1
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1262-09,SET LEADWIRE EKG 40IN 3-LEAD AAMI PINCH CLIP CONNECTOR F/TRIO PASSPORT 2 SPECTRUM OR 3/ST,PHYSIOLOGICAL MONITORING SYSTEMS,145.74,1
CT,OTHER,"MINDRAY DS USA, INC.",009-004766-00,SET LEADWIRE EKG MOBILITY 36IN 3-LEAD AHA SNAP CONNECTOR F/EPM N SERIES PASSPORT T1 MONITOR TD60 TM80 3/BX,PHYSIOLOGICAL MONITORING SYSTEMS,441.0,1
CT,OTHER,"MINDRAY DS USA, INC.",115-030107-00,PACK BATTERY PRODUCT SPECIFIC RECHARGEABLE LITHIUM ION F/BENEVISION TD60/TM70/TM80 EA,PHYSIOLOGICAL MONITORING SYSTEMS,48750.0,13
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1261-09,SET LEADWIRE EKG 40IN 3-LEAD AAMI SNAP CONNECTOR F/TRIO PASSPORT 2 SPECTRUM OR 3/ST,PHYSIOLOGICAL MONITORING SYSTEMS,2121.99,9
CT,OTHER,"MINDRAY DS USA, INC.",0075-00-0033-01,GAS CALIBRATION 11LT TUBE T-SHAPED CONNECTOR STAINLESS STEEL 0.03% CO2 21% O2 BALANCE N2 1/PK,PHYSIOLOGICAL MONITORING SYSTEMS,14623.340000000004,31
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1653,CABLE PULSE OXIMETER 14FT SPO2 F/MASIMO ACCUTORR DUO TRIO PASSPORT SPECTRUM LNC-14 1/BX,PHYSIOLOGICAL MONITORING SYSTEMS,3268.03,4
CT,OTHER,"MINDRAY DS USA, INC.",0012-00-1503-06,SET LEADWIRE EKG MOBILITY 36IN 3-LEAD AAMI SNAP CONNECTOR F/DPM PASSPORT SPECTRUM OR T1 MONITOR REUSABLE 3/BX,PHYSIOLOGICAL MONITORING SYSTEMS,309.51,1
CT,OTHER,"MINDRAY DS USA, INC.",0040-00-0368,MOUNT MONITOR FLUSH WALL F/GCX PANORAMA PASSPORT V SPECTRUM OR FLAT PANEL DISPLAY EA,PHYSIOLOGICAL MONITORING SYSTEMS,375.0,1
CT,OTHER,"MINDRAY DS USA, INC.",099800000357,CUFF BLOOD PRESSURE ACCUTORR PLUS 1-PIECE 1-TUBE LONG 25-35CM ADULT BAYONET CONNECTOR ANTIMICROBIAL FABRIC NAVY BLUE ARM LATEX-FREE REUSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,8.98,1
CT,OTHER,"MINDRAY DS USA, INC.",115-017707-00,PANEL PARAMETER ASSEMBLY CONNECTOR SPO2,PHYSIOLOGICAL MONITORING SYSTEMS,783.2,2
CT,OTHER,"MINDRAY DS USA, INC.",0020-00-0188-01,KIT MONITOR CARBON DIOXIDE STARTER ADULT F/DPM 5/6/7 PASSPORT 2/V SPECTRUM OR V12 V21 MICROSTREAM,PHYSIOLOGICAL MONITORING SYSTEMS,27.0,1
CT,OTHER,"MINDRAY DS USA, INC.",115-027569-00,CUFF BLOOD PRESSURE LONG 27.5-36.5CM CIRC LARGE ADULT QUICK-CONNECT WHITE BLACK INK F/NIBP LATEX-FREE PVC-FREE DISPOSABLE 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,78.56,1
CT,OTHER,NATUS MEDICAL INCORPORATED,CTX0+,IMEXDOP CT+ WITH NO PROBE,COMPUTED TOMOGRAPHY,496.0,1
CT,OTHER,"NCI, INC.",INS9002,BORESCOPE CT DIGITAL 1.0MM X 1.0M INS9002,COMPUTED TOMOGRAPHY,95840.19999999998,12
CT,OTHER,"NCI, INC.",INS9001,BORESCOPE CT DIGITAL 1.9MM X 1.8M INS9001,COMPUTED TOMOGRAPHY,123381.4,21
CT,SAMSUNG,NEUROLOGICA CORP,0,UNKNOWN,COMPUTED TOMOGRAPHY,8655583.609999996,291
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",BR-916PA,SET LEADWIRE EKG 6-LEAD BLOCK SNAP CONNECTOR 6/ST,PHYSIOLOGICAL MONITORING SYSTEMS,39129.40000000001,52
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",608237,BATTERY PRODUCT SPECIFIC 12V 4.5A RECHARGEABLE WIRE LEAD NICKEL METAL HYDRIDE F/BSM-2300 EA,PHYSIOLOGICAL MONITORING SYSTEMS,568.7,5
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",NM-345Y,ELECTRODE EMG W/AF-201PA NMT POD KIT SINGLE-USE 10/BX,PHYSIOLOGICAL MONITORING SYSTEMS,11000.0,18
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",NK-YP-960T,CUFF BLOOD PRESSURE INFANT 6 - 11CM CIR NYLON ONE PIECE BLUE INTEGRATED BLADDER 1-TUBE BAYONET CONNECTOR NIHON KOHDEN NK SERIES LATEX-FREE REUSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,227.7,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",YN-900P,HOSE BLOOD PRESSURE 2-TUBE 6.2MM OD 3.1MM ID 8FT PEDIATRIC ADULT DUAL PIN BP18 FEMALE TWIST-LOCK CONNECTOR PLASTIC PVC GRAY ANGLED F/NIBP LATEX-FREE PVC EA,PHYSIOLOGICAL MONITORING SYSTEMS,1559.91,5
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",A/11-CA-402-10,PROBE TEMPERATURE 1/4IN 10FT STRAIGHT ANGLED CONNECTOR,PHYSIOLOGICAL MONITORING SYSTEMS,2704.78,9
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",JA-694PA,"DAU, 4 MULTI-CONNECTORS",PHYSIOLOGICAL MONITORING SYSTEMS,57.25,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",BR-913PA,SET LEADWIRE EKG STANDARD 3-LEAD BLOCK SNAP CONNECTOR 3/ST,PHYSIOLOGICAL MONITORING SYSTEMS,30794.04,52
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",YJ-671P,CABLE MONITOR BISX CONNECTOR,PHYSIOLOGICAL MONITORING SYSTEMS,15405.0,13
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",CSM-1633-T-NKFL/ZA,MONITOR VITAL SIGN LIFE SCOPE G5 BSM-1733A TRANSPORT 15.6IN MASIMO SPO2 TOUCHSCREEN 3-MULTI-CONNECTOR,PHYSIOLOGICAL MONITORING SYSTEMS,23068.0,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",BSM-1753-NKFL/ZA,MONITOR VITAL SIGN BSM-1700 TRANSPORT 5.7IN SCREEN TOUCHSCREEN NELLCOR SET SPO2 TECHNOLOGY NK FUTURE LINK 4.0 3-MULTI-PORT CONNECTOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,39087.9,2
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",JL-631P,CABLE PULSE OXIMETER LNCS 10FT SPO2 CONNECTION F/MASIMO EA,PHYSIOLOGICAL MONITORING SYSTEMS,2943.64,5
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",YN-925P,HOSE BLOOD PRESSURE 3.5M NEONATE SNAPQUIK CONNECTOR S-SHAPED F/NIBP,PHYSIOLOGICAL MONITORING SYSTEMS,2977.91,11
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",BSM-6532-T-NKFL/ZA,UNIT VITAL SIGN TRANSPORT 12.1IN SCREEN BEDSIDE TOUCHSCREEN NELLCOR SET SPO2 TECHNOLOGY NK FUTURE LINK 4.0 3-MULTI-PORT CONNECTOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,105233.07,2
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",H-0750,CABLE PULSE OXIMETER CONNECTION,PHYSIOLOGICAL MONITORING SYSTEMS,900.0,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",ZM-531PA,TRANSMITTER TELEMETRY 1.4GHZ 8-VECTOR COLOR LCD SPO2 L-BAND W/O LEAD PROBE F/EKG RESPIRATORY EA,PHYSIOLOGICAL MONITORING SYSTEMS,23060.7,9
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",GZ-130PA,TRANSMITTER MONITOR 8-VECTOR COLOR TOUCHSCREEN WLAN SPO2 EA,PHYSIOLOGICAL MONITORING SYSTEMS,6570.0,2
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",BSM-1753-S,MONITOR VITAL SIGN BSM-1700 TRANSPORT NELLCOR SPO2 3-MULTI-PORT CONNECTOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,79273.3,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",ZM-521PA,TRANSMITTER TELEMETRY 1.4GHZ 8-VECTOR COLOR LCD L-BAND W/O LEAD F/EKG RESPIRATORY EA,PHYSIOLOGICAL MONITORING SYSTEMS,7547.8,5
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",ZM-530PA,TRANSMITTER TELEMETRY 608MHZ 8-VECTOR COLOR LCD SPO2 W/O LEAD PROBE F/EKG RESPIRATORY EA,PHYSIOLOGICAL MONITORING SYSTEMS,75298.50000000001,23
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",SB-671P,BATTERY PRODUCT SPECIFIC F/BSM-3000/6000 EA,PHYSIOLOGICAL MONITORING SYSTEMS,17014.800000000003,13
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",YN-924P,HOSE BLOOD PRESSURE AIR 1.5M NEONATE SNAPQUIK CONNECTOR S-SHAPED F/NIBP,PHYSIOLOGICAL MONITORING SYSTEMS,1526.6100000000001,3
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",QI-152P,BOARD MONITOR OPTION ADD-ON 2-INTERFACE REMOTE DISPLAY PORT SIDE DVI CONNECTOR F/LIFE SCOPE G7,PHYSIOLOGICAL MONITORING SYSTEMS,1606.0,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",JL-900P,CABLE PULSE OXIMETER 2.5M CONNECTION CORD PROTECTIVE CAP F/BSM-2300 LIFESCOPE I/L BSM-4100 LIFESCOPE P CONNECTING SPO2 PROBE TO PATIENT MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,2559.34,4
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",GZ-140PA,TRANSMITTER TELEMETRY 8-VECTOR COLOR TOUCHSCREEN WLAN SPO2 NIBP F/EKG RESPIRATORY EA,PHYSIOLOGICAL MONITORING SYSTEMS,38934.81999999999,20
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",AY-653P-QM,UNIT VITAL SIGN LIFE SCOPE G9 INPUT NELLCOR SPO2 EXPANDED MEMORY MULTI-PORT CONNECTOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,3220.0,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",NK-YP-964T,CUFF BLOOD PRESSURE LARGE ADULT 33 - 47CM CIR NYLON ONE PIECE BLUE INTEGRATED BLADDER 1-TUBE BAYONET CONNECTOR NIHON KOHDEN NK SERIES LATEX-FREE REUSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,648.31,2
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",JL-650P,CABLE PULSE OXIMETER SPO2 CONNECTION F/NELLCOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,117873.79999999994,63
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",CSM-1632-T-NKFL/ZA,MONITOR VITAL SIGN LIFE SCOPE G5 BSM-1753A TRANSPORT 15.6IN NELLCOR SPO2 TOUCHSCREEN 3-MULTI-CONNECTOR,PHYSIOLOGICAL MONITORING SYSTEMS,4048529.4,5
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",NKB-302,BATTERY PRODUCT SPECIFIC 9.6V F/OPV-1500 EA,PHYSIOLOGICAL MONITORING SYSTEMS,255.2,2
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",YJ-601P,CABLE MONITOR 2.5M CONNECTION F/CSM-1901 BSM-3500/6000 EA,PHYSIOLOGICAL MONITORING SYSTEMS,688.5,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",JP-910P,CABLE BLOOD PRESSURE IBP INTERFACE 1FT ARTERIAL NIHON KOHDEN CONNECTOR F/OHMEDA P10EZ/P23XL TRANSDUCER EA,PHYSIOLOGICAL MONITORING SYSTEMS,5255.25,5
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",BSM-1773-NKFL/ZA,MONITOR VITAL SIGN BSM-1700 TRANSPORT 5.7IN SCREEN TOUCHSCREEN NK SPO2 TECHNOLOGY NK FUTURE LINK 4.0 3-MULTI-PORT CONNECTOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,12312.0,1
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",SB-950P-CL,BATTERY PRODUCT SPECIFIC F/LIFE SCOPE G5 MAX,PHYSIOLOGICAL MONITORING SYSTEMS,16843.2,3
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",A/11-CA-403-12,CABLE TEMPERATURE 10FT 1/4-1/8IN MONITOR-PROBE CONNECTOR STRAIGHT RIGHT ANGLED MONO PHONE PLUG MONITOR CONNECTOR/JACK F/1/4IN RIGHT ANGLED PLUG MONITOR TO 1/8IN MONO PHONE JACK PROBE CONNECTOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,823.55,3
CT,NIHON KOHDEN,"NIHON KOHDEN AMERICA, LLC",SB-170P,BATTERY PRODUCT SPECIFIC F/BSM-1700 OLG-3800 EA,PHYSIOLOGICAL MONITORING SYSTEMS,11164.08,8
CT,NIHON KOHDEN,NIHON KOHDEN CORPORATION,515542C,CONNECTOR BLOOD PRESSURE SOCKET F/NIBP,PHYSIOLOGICAL MONITORING SYSTEMS,100.0,2
CT,NIHON KOHDEN,NIHON KOHDEN CORPORATION,NK-10-1610-040C,PROBE TEMPERATURE OESOPHAGEAL RECTAL GENERAL PURPOSE,PHYSIOLOGICAL MONITORING SYSTEMS,414.48,2
CT,NIHON KOHDEN,NIHON KOHDEN CORPORATION,BSM-1733,MONITOR VITAL SIGN BSM-1700 TRANSPORT 5.7IN SCREEN TOUCHSCREEN MASIMO SET SPO2 TECHNOLOGY NK FUTURE LINK 4.0 3-MULTI-PORT CONNECTOR,PHYSIOLOGICAL MONITORING SYSTEMS,1200.0,1
CT,NIHON KOHDEN,NIHON KOHDEN CORPORATION,6112909675,CONNECTOR MONITOR NIBP SOCKET,PHYSIOLOGICAL MONITORING SYSTEMS,237.44,10
CT,NIHON KOHDEN,NIHON KOHDEN CORPORATION,BSM-1753,MONITOR VITAL SIGN BSM-1700 TRANSPORT 5.7IN SCREEN TOUCHSCREEN NELLCOR SET SPO2 TECHNOLOGY NK FUTURE LINK 4.0 3-MULTI-PORT CONNECTOR,PHYSIOLOGICAL MONITORING SYSTEMS,12000.0,5
CT,OTHER,NISSHA MEDICAL TECHNOLOGIES,A10061-SRT,ELECTRODE EKG 7/8INW X 7/8INL 0.06IN LEADWIRE CLOTH NEONATE SQUARE PRE-WIRED SOLID GEL F/MONITORING VERMED NON-RADIOPAQUE,PHYSIOLOGICAL MONITORING SYSTEMS,618.0,2
CT,OTHER,"NOVAMED-USA, INC",11-CA-401-12,CABLE TEMPERATURE NOVATEMP ADAPTER 12FT 2-PIN DIN/MOLEX CONNECTOR F/PHILIPS/HP MONITOR EA,PHYSIOLOGICAL MONITORING SYSTEMS,122782.57299999997,176
CT,OTHER,"NOVAMED-USA, INC",11-CA-400-12,CABLE TEMPERATURE NOVATEMP ADAPTER 12FT 1/4IN RIGHT ANGLE MONO PHONO PLUG 2-PIN MOLEX CONNECTOR F/400 SERIES MONITOR,PHYSIOLOGICAL MONITORING SYSTEMS,64964.84999999999,83
CT,OTHER,"OCULUS, INC.",70900,SYSTEM TOMOGRAPHY EYE ANTERIOR/POSTERIOR DIAGNOSTIC 100IMAGES/2SEC DIGITAL CCD CAMERA 280MMW X 360MMD X 505MMH-535MMH 80MM OPERATING DISTANCE ROTATING SCAN TRUE ELEVATION DATA HIGH RESOLUTION PENTACAM,COMPUTED TOMOGRAPHY,136990.0,2
CT,OTHER,"PARTSSOURCE, INC.",ECAMGE14S,CABLE EKG TRUNK 50IN COILED 9-PIN LEMO CONNECTOR PEDIATRIC ADULT F/MARQUETTE CAM-14 MODULE EA,PHYSIOLOGICAL MONITORING SYSTEMS,845.96,2
CT,OTHER,"PERFORMANCE HEALTH SUPPLY, LLC",081610658,THERMOMETER ELECTRONIC DIGITAL PROBE WATERPROOF LATEX-FREE DISPOSABLE,PHYSIOLOGICAL MONITORING SYSTEMS,152.68,1
CT,OTHER,"PERIMETER MEDICAL IMAGING, CORP.",0,UNKNOWN,COMPUTED TOMOGRAPHY,250000.0,1
CT,OTHER,"PERIMETER MEDICAL IMAGING, CORP.",ASY-2600,SYSTEM CT SCAN DERMATOLOGICAL OPTICAL COHERENCE SPECIMEN IMMOBILIZER LID,COMPUTED TOMOGRAPHY,390780.0,31
CT,PHILIPS,PHILIPS HEALTHCARE,451261026081,TEST ELECTROCARDIOGRAPHY CABLE SAFETY,PHYSIOLOGICAL MONITORING SYSTEMS,3108.0,3
